split,cls,cat,fmt,w,h,bytes
train,ai,Medical_&_Public_Health,PNG,1024,1024,1367849
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1676579
train,ai,production,PNG,512,512,413270
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1559602
train,ai,normal,JPEG,512,1024,31806
train,ai,War_&_Conflict_Scenes,PNG,512,512,373249
train,ai,Medical_&_Public_Health,PNG,1024,1024,1465936
train,ai,Political_&_Social_Events,PNG,512,512,350428
train,ai,normal,PNG,256,256,197109
train,ai,normal,PNG,256,256,197109
train,ai,normal,PNG,256,256,114300
train,ai,Political_&_Social_Events,PNG,512,512,335871
train,ai,Culture_&_Religion,PNG,512,512,326300
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,2003236
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1602480
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1624567
train,ai,Political_&_Social_Events,PNG,1024,1024,1969450
train,ai,Medical_&_Public_Health,PNG,512,512,351893
train,ai,Political_&_Social_Events,PNG,1024,1024,1888672
train,ai,Culture_&_Religion,PNG,512,512,366291
train,ai,production,PNG,1024,1024,1740161
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,457698
train,ai,normal,PNG,256,256,107234
train,ai,normal,PNG,256,256,113782
train,ai,Medical_&_Public_Health,PNG,1024,1024,1263547
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,2218781
train,ai,Culture_&_Religion,PNG,1024,1024,1842853
train,ai,Culture_&_Religion,PNG,1024,1024,1411954
train,ai,production,PNG,1024,1024,1525198
train,ai,War_&_Conflict_Scenes,PNG,512,512,346300
train,ai,production,PNG,512,512,412709
train,ai,normal,PNG,1024,1024,1458762
train,ai,Culture_&_Religion,PNG,1024,1024,1852207
train,ai,normal,JPEG,450,675,51011
train,ai,Political_&_Social_Events,PNG,512,512,427220
train,ai,normal,PNG,256,256,197109
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,2147344
train,ai,normal,PNG,256,256,197109
train,ai,normal,PNG,1024,1024,1895090
train,ai,normal,PNG,256,256,197109
train,ai,production,PNG,512,512,458640
train,ai,Medical_&_Public_Health,PNG,1024,1024,1246157
train,ai,normal,JPEG,764,573,35302
train,ai,Political_&_Social_Events,PNG,512,512,321162
train,ai,normal,PNG,1024,1024,909259
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1707507
train,ai,normal,JPEG,764,509,58700
train,ai,Medical_&_Public_Health,PNG,1024,1024,1488731
train,ai,Culture_&_Religion,PNG,1024,1024,1712390
train,ai,Culture_&_Religion,PNG,1024,1024,1743956
train,ai,Medical_&_Public_Health,PNG,1024,1024,1607924
train,ai,normal,PNG,1024,1024,832351
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,450909
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1321379
train,ai,War_&_Conflict_Scenes,PNG,512,512,382383
train,ai,Medical_&_Public_Health,PNG,1024,1024,1282100
train,ai,normal,JPEG,450,750,44974
train,ai,normal,JPEG,450,800,51153
train,ai,normal,JPEG,764,1358,176708
train,ai,normal,PNG,256,256,197109
train,ai,normal,PNG,256,256,197109
train,ai,Culture_&_Religion,PNG,1024,1024,1436855
train,ai,normal,PNG,256,256,29894
train,ai,production,PNG,1024,1024,1883442
train,ai,Culture_&_Religion,PNG,1024,1024,1914372
train,ai,normal,PNG,256,256,96450
train,ai,Culture_&_Religion,PNG,512,512,312818
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,380680
train,ai,production,PNG,1024,1024,1726311
train,ai,normal,PNG,256,256,120906
train,ai,Culture_&_Religion,PNG,512,512,374018
train,ai,normal,PNG,256,256,114911
train,ai,normal,PNG,256,256,93612
train,ai,Political_&_Social_Events,PNG,1024,1024,1738750
train,ai,Political_&_Social_Events,PNG,1024,1024,1892540
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,468348
train,ai,Culture_&_Religion,PNG,512,512,329006
train,ai,normal,PNG,256,256,197109
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1598191
train,ai,production,PNG,512,512,395088
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1656987
train,ai,normal,PNG,256,256,197109
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1524956
train,ai,normal,JPEG,764,571,92299
train,ai,War_&_Conflict_Scenes,PNG,512,512,354748
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,355119
train,ai,normal,PNG,256,256,122169
train,ai,production,PNG,512,512,440572
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1572755
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,356993
train,ai,normal,PNG,256,256,197109
train,ai,normal,JPEG,450,450,30907
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1579812
train,ai,production,PNG,512,512,460629
train,ai,Political_&_Social_Events,PNG,512,512,343619
train,ai,production,PNG,512,512,428493
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1480472
train,ai,normal,PNG,256,256,160022
train,ai,Political_&_Social_Events,PNG,1024,1024,1585802
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,2994851
train,ai,normal,PNG,512,512,402290
train,ai,Culture_&_Religion,PNG,512,512,288310
train,ai,Political_&_Social_Events,PNG,1024,1024,1800767
train,ai,normal,PNG,256,256,197109
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1760118
train,ai,Medical_&_Public_Health,PNG,512,512,378682
train,ai,Political_&_Social_Events,PNG,512,512,344179
train,ai,Political_&_Social_Events,PNG,1024,1024,1515881
train,ai,normal,PNG,256,256,149921
train,ai,normal,PNG,1024,1024,770208
train,ai,Medical_&_Public_Health,PNG,512,512,307955
train,ai,Medical_&_Public_Health,PNG,1024,1024,1369243
train,ai,normal,PNG,256,256,114890
train,ai,normal,PNG,256,256,197109
train,ai,production,PNG,512,512,460315
train,ai,Culture_&_Religion,PNG,1024,1024,1715908
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,471901
train,ai,normal,JPEG,450,655,43457
train,ai,War_&_Conflict_Scenes,PNG,512,512,379365
train,ai,normal,PNG,256,256,98086
train,ai,Political_&_Social_Events,PNG,512,512,315938
train,ai,War_&_Conflict_Scenes,PNG,512,512,379856
train,ai,normal,PNG,1024,1024,1664986
train,ai,Medical_&_Public_Health,PNG,1024,1024,1595871
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1660950
train,ai,Medical_&_Public_Health,PNG,512,512,352581
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,373646
train,ai,Culture_&_Religion,PNG,1024,1024,2180429
train,ai,normal,PNG,1024,1024,1368632
train,ai,normal,JPEG,764,1146,71137
train,ai,War_&_Conflict_Scenes,PNG,512,512,353355
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,2138035
train,ai,normal,PNG,1024,1024,1128267
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1751477
train,ai,War_&_Conflict_Scenes,PNG,512,512,340830
train,ai,normal,PNG,256,256,197109
train,ai,normal,JPEG,450,579,41177
train,ai,normal,JPEG,764,1019,71524
train,ai,Culture_&_Religion,PNG,1024,1024,1580764
train,ai,Medical_&_Public_Health,PNG,1024,1024,1221286
train,ai,production,PNG,1024,1024,1631331
train,ai,Culture_&_Religion,PNG,1024,1024,1507415
train,ai,Political_&_Social_Events,PNG,512,512,379401
train,ai,Political_&_Social_Events,PNG,512,512,362294
train,ai,production,PNG,512,512,383268
train,ai,normal,JPEG,764,1019,66641
train,ai,Medical_&_Public_Health,PNG,512,512,353231
train,ai,Medical_&_Public_Health,PNG,512,512,361619
train,ai,normal,PNG,512,512,555794
train,ai,Political_&_Social_Events,PNG,512,512,333148
train,ai,normal,PNG,512,512,556523
train,ai,production,PNG,1024,1024,1836167
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,451045
train,ai,Medical_&_Public_Health,PNG,512,512,346438
train,ai,normal,PNG,256,256,173696
train,ai,normal,PNG,256,256,197109
train,ai,Political_&_Social_Events,PNG,512,512,348300
train,ai,Culture_&_Religion,PNG,512,512,361155
train,ai,War_&_Conflict_Scenes,PNG,512,512,340841
train,ai,Culture_&_Religion,PNG,512,512,480800
train,ai,normal,PNG,256,256,197109
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1644462
train,ai,normal,PNG,256,256,118186
train,ai,Medical_&_Public_Health,PNG,1024,1024,1655605
train,ai,normal,PNG,256,256,197109
train,ai,normal,JPEG,764,509,62220
train,ai,Medical_&_Public_Health,PNG,512,512,335401
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1822281
train,ai,production,PNG,512,512,460214
train,ai,Political_&_Social_Events,PNG,512,512,357637
train,ai,Medical_&_Public_Health,PNG,1024,1024,1334383
train,ai,normal,JPEG,764,430,42871
train,ai,normal,PNG,256,256,105759
train,ai,production,PNG,1024,1024,1860478
train,ai,War_&_Conflict_Scenes,PNG,512,512,464896
train,ai,Political_&_Social_Events,PNG,1024,1024,2142955
train,ai,Political_&_Social_Events,PNG,512,512,352851
train,ai,normal,PNG,256,256,88002
train,ai,Medical_&_Public_Health,PNG,512,512,361972
train,ai,normal,PNG,256,256,96575
train,ai,normal,PNG,1024,1024,1592179
train,ai,production,PNG,1024,1024,2175846
train,ai,Culture_&_Religion,PNG,512,512,330605
train,ai,normal,PNG,256,256,129243
train,ai,normal,PNG,256,256,110786
train,ai,Culture_&_Religion,PNG,1024,1024,1480347
train,ai,normal,PNG,256,256,137294
train,ai,War_&_Conflict_Scenes,PNG,512,512,301085
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,2033574
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,390132
train,ai,normal,JPEG,764,1273,83439
train,ai,Culture_&_Religion,PNG,1024,1024,1279257
train,ai,normal,JPEG,752,1296,116091
train,ai,Culture_&_Religion,PNG,512,512,419006
train,ai,Political_&_Social_Events,PNG,1024,1024,1670590
train,ai,Medical_&_Public_Health,PNG,512,512,370706
train,ai,normal,JPEG,764,1354,63895
train,ai,normal,JPEG,764,1194,203078
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,2025519
train,ai,War_&_Conflict_Scenes,PNG,512,512,370271
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,2187656
train,ai,normal,PNG,256,256,197109
train,ai,War_&_Conflict_Scenes,PNG,512,512,413840
train,ai,Medical_&_Public_Health,PNG,1024,1024,1425728
train,ai,production,PNG,1024,1024,1935588
train,ai,normal,PNG,1024,1024,986632
train,ai,Medical_&_Public_Health,PNG,512,512,361430
train,ai,Culture_&_Religion,PNG,512,512,385892
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1751691
train,ai,War_&_Conflict_Scenes,PNG,512,512,401398
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1682052
train,ai,normal,PNG,256,256,197109
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,462369
train,ai,normal,JPEG,764,1058,87779
train,ai,War_&_Conflict_Scenes,PNG,512,512,484357
train,ai,production,PNG,512,512,408452
train,ai,Medical_&_Public_Health,PNG,1024,1024,1610597
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,354040
train,ai,Political_&_Social_Events,PNG,512,512,445860
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,532379
train,ai,Medical_&_Public_Health,PNG,1024,1024,1323821
train,ai,normal,PNG,256,256,197109
train,ai,normal,PNG,512,512,421093
train,ai,Medical_&_Public_Health,PNG,512,512,329182
train,ai,Culture_&_Religion,PNG,512,512,419565
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,522405
train,ai,normal,PNG,512,512,381645
train,ai,Culture_&_Religion,PNG,512,512,344796
train,ai,Political_&_Social_Events,PNG,1024,1024,1662072
train,ai,Culture_&_Religion,PNG,1024,1024,1638951
train,ai,normal,PNG,256,256,121844
train,ai,normal,JPEG,1024,1536,106741
train,ai,Political_&_Social_Events,PNG,512,512,325042
train,ai,normal,JPEG,764,764,59748
train,ai,Political_&_Social_Events,PNG,1024,1024,2050789
train,ai,normal,PNG,512,512,516393
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,481551
train,ai,normal,PNG,256,256,197109
train,ai,production,PNG,1024,1024,1788766
train,ai,normal,PNG,512,512,366169
train,ai,Culture_&_Religion,PNG,512,512,339052
train,ai,Political_&_Social_Events,PNG,1024,1024,1625823
train,ai,Political_&_Social_Events,PNG,1024,1024,1596598
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,502822
train,ai,Political_&_Social_Events,PNG,1024,1024,1899967
train,ai,Culture_&_Religion,PNG,512,512,302755
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1806903
train,ai,normal,PNG,256,256,121628
train,ai,normal,PNG,256,256,159086
train,ai,Medical_&_Public_Health,PNG,1024,1024,1359854
train,ai,Medical_&_Public_Health,PNG,1024,1024,1364174
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1539315
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1561622
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1534744
train,ai,normal,PNG,256,256,142421
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,347775
train,ai,normal,JPEG,764,1146,86461
train,ai,Medical_&_Public_Health,PNG,1024,1024,1467822
train,ai,normal,PNG,1024,1024,1460569
train,ai,production,PNG,512,512,444649
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,556109
train,ai,normal,PNG,256,256,197109
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,2006157
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,2054494
train,ai,Political_&_Social_Events,PNG,512,512,471880
train,ai,Political_&_Social_Events,PNG,512,512,335162
train,ai,War_&_Conflict_Scenes,PNG,512,512,385382
train,ai,production,PNG,512,512,425931
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1552260
train,ai,Political_&_Social_Events,PNG,1024,1024,1253043
train,ai,normal,JPEG,450,450,28607
train,ai,production,PNG,1024,1024,1664131
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,493503
train,ai,normal,PNG,256,256,107774
train,ai,Culture_&_Religion,PNG,512,512,496786
train,ai,Medical_&_Public_Health,PNG,512,512,348441
train,ai,Political_&_Social_Events,PNG,1024,1024,1686970
train,ai,Culture_&_Religion,PNG,1024,1024,1515888
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,567514
train,ai,Political_&_Social_Events,PNG,1024,1024,1287496
train,ai,normal,PNG,256,256,119894
train,ai,normal,PNG,256,256,197109
train,ai,normal,PNG,512,512,366555
train,ai,production,PNG,1024,1024,1579041
train,ai,Medical_&_Public_Health,PNG,1024,1024,1498192
train,ai,normal,PNG,512,512,344709
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1529836
train,ai,Medical_&_Public_Health,PNG,512,512,324148
train,ai,Culture_&_Religion,PNG,512,512,367061
train,ai,normal,PNG,256,256,197109
train,ai,normal,JPEG,640,960,48716
train,ai,normal,PNG,256,256,197109
train,ai,normal,PNG,256,256,133611
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,2056550
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1838856
train,ai,normal,PNG,256,256,105286
train,ai,Political_&_Social_Events,PNG,512,512,377735
train,ai,normal,PNG,256,256,197109
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1772772
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1431330
train,ai,Culture_&_Religion,PNG,512,512,442464
train,ai,Medical_&_Public_Health,PNG,1024,1024,1467735
train,ai,normal,PNG,256,256,107778
train,ai,normal,PNG,256,256,197109
train,ai,normal,PNG,256,256,197109
train,ai,Medical_&_Public_Health,PNG,512,512,340194
train,ai,normal,JPEG,450,788,61509
train,ai,War_&_Conflict_Scenes,PNG,512,512,411024
train,ai,normal,PNG,512,512,507682
train,ai,normal,JPEG,764,1146,79544
train,ai,Culture_&_Religion,PNG,512,512,412947
train,ai,normal,PNG,1024,1024,1920493
train,ai,normal,JPEG,764,1058,54600
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,555726
train,ai,normal,PNG,256,256,150742
train,ai,normal,PNG,512,512,471305
train,ai,War_&_Conflict_Scenes,PNG,512,512,378077
train,ai,Medical_&_Public_Health,PNG,512,512,312584
train,ai,Culture_&_Religion,PNG,512,512,517715
train,ai,Political_&_Social_Events,PNG,512,512,389693
train,ai,Medical_&_Public_Health,PNG,512,512,357834
train,ai,normal,PNG,256,256,197109
train,ai,War_&_Conflict_Scenes,PNG,512,512,296076
train,ai,normal,PNG,1024,1024,957380
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1710250
train,ai,Culture_&_Religion,PNG,1024,1024,1732973
train,ai,production,PNG,1024,1024,2014449
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,483313
train,ai,production,PNG,512,512,460336
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,411917
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1373413
train,ai,normal,PNG,256,256,197109
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1984154
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1992929
train,ai,normal,JPEG,764,1358,112316
train,ai,Medical_&_Public_Health,PNG,512,512,375069
train,ai,normal,PNG,256,256,91436
train,ai,Medical_&_Public_Health,PNG,512,512,290183
train,ai,production,PNG,512,512,399885
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,422064
train,ai,Political_&_Social_Events,PNG,1024,1024,2020910
train,ai,War_&_Conflict_Scenes,PNG,512,512,359790
train,ai,Medical_&_Public_Health,PNG,512,512,331513
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,441663
train,ai,production,PNG,1024,1024,1606743
train,ai,War_&_Conflict_Scenes,PNG,512,512,408091
train,ai,normal,PNG,256,256,145347
train,ai,Political_&_Social_Events,PNG,1024,1024,1675074
train,ai,production,PNG,1024,1024,1814960
train,ai,War_&_Conflict_Scenes,PNG,512,512,402369
train,ai,normal,PNG,256,256,197109
train,ai,Medical_&_Public_Health,PNG,512,512,351047
train,ai,normal,PNG,256,256,197109
train,ai,Culture_&_Religion,PNG,1024,1024,2025232
train,ai,normal,JPEG,450,750,66542
train,ai,Medical_&_Public_Health,PNG,1024,1024,1336332
train,ai,normal,PNG,1024,1024,1343974
train,ai,War_&_Conflict_Scenes,PNG,512,512,403521
train,ai,Political_&_Social_Events,PNG,1024,1024,1492062
train,ai,Culture_&_Religion,PNG,512,512,469954
train,ai,production,PNG,512,512,444791
train,ai,Medical_&_Public_Health,PNG,1024,1024,1604612
train,ai,Political_&_Social_Events,PNG,512,512,304696
train,ai,production,PNG,1024,1024,1835053
train,ai,normal,PNG,256,256,121676
train,ai,Medical_&_Public_Health,PNG,512,512,357535
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1638864
train,ai,Political_&_Social_Events,PNG,1024,1024,1663220
train,ai,Culture_&_Religion,PNG,1024,1024,1595935
train,ai,normal,JPEG,2048,3072,238931
train,ai,normal,PNG,256,256,197109
train,ai,normal,PNG,256,256,136896
train,ai,normal,JPEG,450,300,29105
train,ai,normal,PNG,256,256,197109
train,ai,normal,PNG,512,512,348336
train,ai,Political_&_Social_Events,PNG,1024,1024,1588285
train,ai,Culture_&_Religion,PNG,512,512,293337
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1556888
train,ai,normal,PNG,256,256,119596
train,ai,normal,PNG,1024,1024,1152450
train,ai,Political_&_Social_Events,PNG,1024,1024,1593938
train,ai,Culture_&_Religion,PNG,512,512,503553
train,ai,War_&_Conflict_Scenes,PNG,512,512,249297
train,ai,production,PNG,1024,1024,2003978
train,ai,normal,JPEG,764,1146,73508
train,ai,Medical_&_Public_Health,PNG,512,512,305824
train,ai,Political_&_Social_Events,PNG,512,512,366567
train,ai,Culture_&_Religion,PNG,512,512,318157
train,ai,normal,JPEG,764,1358,99481
train,ai,normal,PNG,256,256,197109
train,ai,normal,PNG,256,256,68074
train,ai,War_&_Conflict_Scenes,PNG,512,512,428547
train,ai,normal,PNG,1024,1024,1008973
train,ai,production,PNG,1024,1024,1657908
train,ai,Medical_&_Public_Health,PNG,512,512,364603
train,ai,Culture_&_Religion,PNG,1024,1024,1854915
train,ai,normal,PNG,1024,1024,1637050
train,ai,Culture_&_Religion,PNG,512,512,430927
train,ai,normal,PNG,512,512,518043
train,ai,normal,PNG,256,256,114398
train,ai,Culture_&_Religion,PNG,512,512,472299
train,ai,Medical_&_Public_Health,PNG,512,512,275572
train,ai,normal,PNG,256,256,123913
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1708947
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,335162
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1493097
train,ai,normal,PNG,256,256,197109
train,ai,War_&_Conflict_Scenes,PNG,512,512,388643
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,340977
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,2229690
train,ai,production,PNG,512,512,432454
train,ai,Culture_&_Religion,PNG,512,512,317212
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1044900
train,ai,Political_&_Social_Events,PNG,512,512,317782
train,ai,normal,JPEG,764,1058,104294
train,ai,Medical_&_Public_Health,PNG,512,512,295355
train,ai,production,PNG,512,512,413752
train,ai,Political_&_Social_Events,PNG,1024,1024,2079474
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,410072
train,ai,Political_&_Social_Events,PNG,1024,1024,2163667
train,ai,Culture_&_Religion,PNG,512,512,453015
train,ai,War_&_Conflict_Scenes,PNG,512,512,358452
train,ai,normal,PNG,1024,1024,1078887
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,392704
train,ai,normal,PNG,256,256,153941
train,ai,Political_&_Social_Events,PNG,1024,1024,1681454
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,479554
train,ai,Political_&_Social_Events,PNG,1024,1024,1801445
train,ai,normal,PNG,512,512,508836
train,ai,normal,PNG,256,256,118759
train,ai,normal,PNG,256,256,197109
train,ai,normal,PNG,256,256,144040
train,ai,normal,PNG,256,256,94199
train,ai,Political_&_Social_Events,PNG,1024,1024,1889985
train,ai,normal,PNG,1024,1024,1444718
train,ai,normal,PNG,256,256,197109
train,ai,normal,PNG,512,512,385166
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,447388
train,ai,normal,JPEG,764,764,38024
train,ai,Culture_&_Religion,PNG,1024,1024,1676584
train,ai,normal,PNG,1024,1024,628293
train,ai,Culture_&_Religion,PNG,1024,1024,1957909
train,ai,production,PNG,512,512,389912
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1683959
train,ai,normal,PNG,512,512,431759
train,ai,normal,JPEG,764,1184,86228
train,ai,normal,PNG,1024,1024,1502389
train,ai,production,PNG,512,512,440611
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1708906
train,ai,normal,PNG,1024,1024,1192593
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1643558
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1706767
train,ai,normal,PNG,256,256,74857
train,ai,normal,PNG,256,256,117254
train,ai,Medical_&_Public_Health,PNG,1024,1024,1648797
train,ai,normal,JPEG,450,579,48767
train,ai,normal,PNG,256,256,92683
train,ai,Culture_&_Religion,PNG,512,512,460121
train,ai,Political_&_Social_Events,PNG,1024,1024,1553759
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,446299
train,ai,production,PNG,1024,1024,2086585
train,ai,normal,PNG,256,256,62026
train,ai,Culture_&_Religion,PNG,1024,1024,1522472
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1587243
train,ai,normal,PNG,256,256,115699
train,ai,production,PNG,1024,1024,2042553
train,ai,normal,PNG,256,256,106083
train,ai,normal,PNG,1024,1024,1087937
train,ai,War_&_Conflict_Scenes,PNG,512,512,395493
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,421692
train,ai,Culture_&_Religion,PNG,1024,1024,1647660
train,ai,normal,JPEG,450,675,68229
train,ai,Medical_&_Public_Health,PNG,1024,1024,1187049
train,ai,normal,PNG,512,512,519261
train,ai,Culture_&_Religion,PNG,512,512,310983
train,ai,Culture_&_Religion,PNG,512,512,339131
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1500865
train,ai,normal,JPEG,450,675,53611
train,ai,normal,PNG,1024,1024,1841425
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1874954
train,ai,Political_&_Social_Events,PNG,512,512,350531
train,ai,production,PNG,512,512,464890
train,ai,normal,JPEG,512,1024,39365
train,ai,production,PNG,1024,1024,1790000
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,335748
train,ai,War_&_Conflict_Scenes,PNG,512,512,450615
train,ai,Culture_&_Religion,PNG,1024,1024,1399058
train,ai,normal,PNG,256,256,147497
train,ai,Culture_&_Religion,PNG,512,512,373907
train,ai,normal,PNG,256,256,197109
train,ai,production,PNG,1024,1024,2031693
train,ai,Culture_&_Religion,PNG,512,512,387147
train,ai,normal,JPEG,764,509,43286
train,ai,War_&_Conflict_Scenes,PNG,512,512,357208
train,ai,Political_&_Social_Events,PNG,1024,1024,1798081
train,ai,Culture_&_Religion,PNG,512,512,469843
train,ai,Culture_&_Religion,PNG,512,512,355798
train,ai,Medical_&_Public_Health,PNG,1024,1024,1381459
train,ai,normal,PNG,256,256,113857
train,ai,production,PNG,512,512,463409
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1778743
train,ai,normal,PNG,1024,1024,1479372
train,ai,production,PNG,1024,1024,2050243
train,ai,normal,PNG,256,256,197109
train,ai,Medical_&_Public_Health,PNG,1024,1024,1610549
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1748759
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1708385
train,ai,normal,PNG,256,256,112743
train,ai,normal,JPEG,764,1146,100652
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1714633
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1974507
train,ai,normal,PNG,256,256,197109
train,ai,normal,PNG,512,512,475599
train,ai,Medical_&_Public_Health,PNG,512,512,367380
train,ai,normal,PNG,1024,1024,1257466
train,ai,normal,PNG,256,256,197109
train,ai,normal,PNG,1024,1024,1367496
train,ai,normal,PNG,1024,1024,1386229
train,ai,production,PNG,1024,1024,1711982
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,467816
train,ai,normal,JPEG,1024,1024,102348
train,ai,Political_&_Social_Events,PNG,1024,1024,1833903
train,ai,War_&_Conflict_Scenes,PNG,512,512,372604
train,ai,normal,PNG,256,256,114016
train,ai,Medical_&_Public_Health,PNG,512,512,298650
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,413051
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,466971
train,ai,production,PNG,512,512,405958
train,ai,normal,PNG,256,256,80550
train,ai,Medical_&_Public_Health,PNG,512,512,370235
train,ai,Culture_&_Religion,PNG,1024,1024,1393276
train,ai,normal,PNG,256,256,95112
train,ai,Political_&_Social_Events,PNG,1024,1024,1726859
train,ai,normal,PNG,256,256,197109
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,392569
train,ai,Political_&_Social_Events,PNG,1024,1024,2016196
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1430381
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,492257
train,ai,Medical_&_Public_Health,PNG,512,512,371063
train,ai,normal,PNG,680,1024,678415
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,433827
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,529274
train,ai,Medical_&_Public_Health,PNG,512,512,379577
train,ai,normal,JPEG,450,800,44223
train,ai,War_&_Conflict_Scenes,PNG,1024,1024,1613105
