generator,content_id,label,s_vae_oof_mean
amused,coco2014_COCO_val2014_000000417373,1,0.7133892355883851
amused,coco2014_COCO_val2014_000000249534,0,0.48819552752144435
amused,coco2014_COCO_val2014_000000249534,1,0.8856888863976036
amused,coco2014_COCO_val2014_000000078176,0,0.33064656990186553
amused,coco2014_COCO_val2014_000000078176,1,0.7994924992014875
amused,coco2014_COCO_val2014_000000371529,0,0.34483119839097764
amused,coco2014_COCO_val2014_000000371529,1,0.8341378200295171
amused,coco2014_COCO_val2014_000000389869,0,0.06586499628149574
amused,coco2014_COCO_val2014_000000389869,1,0.7795567136060837
amused,coco2014_COCO_val2014_000000074591,0,0.10153672775551618
amused,coco2014_COCO_val2014_000000074591,1,0.8615179960241989
amused,coco2014_COCO_val2014_000000468778,0,0.18761752968167975
amused,coco2014_COCO_val2014_000000468778,1,0.7201326493699693
amused,coco2014_COCO_val2014_000000218855,0,0.17974574783681557
amused,coco2014_COCO_val2014_000000218855,1,0.773930309901998
amused,coco2014_COCO_val2014_000000556130,0,0.05677747652277369
amused,coco2014_COCO_val2014_000000556130,1,0.7861356229380198
amused,coco2014_COCO_val2014_000000040102,0,0.005085571351463056
amused,coco2014_COCO_val2014_000000040102,1,0.6689994456597395
amused,coco2014_COCO_val2014_000000341118,0,0.0759259693813116
amused,coco2014_COCO_val2014_000000341118,1,0.8699159646618856
amused,coco2014_COCO_val2014_000000228722,0,0.22159869224224543
amused,coco2014_COCO_val2014_000000228722,1,0.5898534699369862
amused,coco2014_COCO_val2014_000000579673,0,0.5541079541423846
amused,coco2014_COCO_val2014_000000579673,1,0.7784821751151172
amused,coco2014_COCO_val2014_000000508167,0,0.6329650907052656
amused,coco2014_COCO_val2014_000000508167,1,0.7972852790912645
amused,coco2014_COCO_val2014_000000377427,0,0.2081132438400942
amused,coco2014_COCO_val2014_000000377427,1,0.6959958983796302
amused,coco2014_COCO_val2014_000000293452,0,0.08049569889412304
amused,coco2014_COCO_val2014_000000293452,1,0.853019717088579
amused,coco2014_COCO_val2014_000000176606,0,0.03331171435128151
amused,coco2014_COCO_val2014_000000176606,1,0.5376667266575446
amused,coco2014_COCO_val2014_000000158250,0,0.5599842985852234
amused,coco2014_COCO_val2014_000000158250,1,0.8306628330176362
amused,coco2014_COCO_val2014_000000194780,0,0.5865817198191058
amused,coco2014_COCO_val2014_000000194780,1,0.7840579768333505
amused,coco2014_COCO_val2014_000000389308,0,0.4213683566796843
amused,coco2014_COCO_val2014_000000389308,1,0.841409180689056
amused,coco2014_COCO_val2014_000000172553,0,0.3892433696977615
amused,coco2014_COCO_val2014_000000172553,1,0.7701189269596027
amused,coco2014_COCO_val2014_000000500316,0,0.05961035987866096
amused,coco2014_COCO_val2014_000000500316,1,0.8026231601267011
amused,coco2014_COCO_val2014_000000438505,0,0.3255409176897882
amused,coco2014_COCO_val2014_000000438505,1,0.7920422640017312
amused,coco2014_COCO_val2014_000000079446,0,0.2885684652675294
amused,coco2014_COCO_val2014_000000079446,1,0.755485551238938
amused,coco2014_COCO_val2014_000000279806,0,0.6575442227299299
amused,coco2014_COCO_val2014_000000279806,1,0.7106653014307893
amused,coco2014_COCO_val2014_000000289714,0,0.029074618083438843
amused,coco2014_COCO_val2014_000000289714,1,0.8035499548061468
amused,coco2014_COCO_val2014_000000092624,0,0.0008237279632733461
amused,coco2014_COCO_val2014_000000092624,1,0.47905528531538744
amused,coco2014_COCO_val2014_000000417339,0,0.19694722637905906
amused,coco2014_COCO_val2014_000000417339,1,0.8796920933192901
amused,coco2014_COCO_val2014_000000059532,0,0.042087031791689544
amused,coco2014_COCO_val2014_000000059532,1,0.742174311538736
amused,coco2014_COCO_val2014_000000262576,0,0.2722573061709154
amused,coco2014_COCO_val2014_000000262576,1,0.8386987020089605
amused,coco2014_COCO_val2014_000000304305,0,0.30535583855472115
amused,coco2014_COCO_val2014_000000304305,1,0.7771611795814597
amused,coco2014_COCO_val2014_000000068257,0,0.3389440938050466
amused,coco2014_COCO_val2014_000000068257,1,0.8545242764511878
amused,coco2014_COCO_val2014_000000100510,0,0.028629888764601007
amused,coco2014_COCO_val2014_000000100510,1,0.8332236976562146
amused,coco2014_COCO_val2014_000000397628,0,0.4148705915894344
amused,coco2014_COCO_val2014_000000397628,1,0.7238904537852959
amused,coco2014_COCO_val2014_000000328818,0,0.10921150647583
amused,coco2014_COCO_val2014_000000328818,1,0.1648990243230793
